0.200000,1.000000,1,0.000000,0.000000,3
0.400000,1.000000,1,0.000000,0.000000,922
0.600000,1.000000,1,0.000026,0.000165,1974
0.800000,1.000000,1,0.002367,0.011374,3268
0.900000,1.000000,1,0.008374,0.036182,4013
0.200000,1.000000,20,0.000000,0.000000,0
0.400000,1.000000,20,0.000000,0.000000,0
0.600000,1.000000,20,0.000041,0.000168,0
0.800000,1.000000,20,0.004234,0.011753,0
0.900000,1.000000,20,0.015892,0.037690,0
0.200000,1.000000,50,0.000000,0.000000,0
0.400000,1.000000,50,0.000000,0.000000,0
0.600000,1.000000,50,0.000041,0.000168,0
0.800000,1.000000,50,0.004234,0.011753,0
0.900000,1.000000,50,0.015892,0.037690,0
